縣市2,提供家具_衣櫃？,有產權登記？,所在樓層,鄉鎮市區,縣市,需要管理費？,距頂樓層數,刊登者類型,提供家具_天然瓦斯？,陽台數,最大出租所費天數,建物樓高,客廳數,房數,房數2,管理費2,衛浴數,月管理費,坪數
2,1,1,13,1602,16,1,5,2,1,2,4,18,2,2,1,2,1,3001,20.0
3,1,1,4,1802,18,1,9,0,1,2,10,13,1,1,1,1,1,1000,20.0
3,1,1,9,2509,25,1,6,2,1,2,29,15,2,3,2,2,2,3100,62.75
2,0,1,11,1625,16,1,2,2,1,3,6,13,2,3,2,2,2,2522,35.0
3,1,1,2,1400,14,0,13,2,1,2,12,15,2,2,1,1,1,0,16.24
1,1,1,13,1704,17,1,14,2,1,2,11,27,2,3,2,2,2,4125,55.45
3,1,1,0,1400,14,0,3,2,0,2,12,3,2,4,3,1,3,0,48.0
2,1,0,11,1625,16,1,1,2,1,1,2,12,2,2,1,2,1,3000,25.0
2,1,1,29,1625,16,1,0,2,1,2,5,29,2,3,2,2,2,4000,35.0
2,1,0,1,1109,11,1,11,2,1,2,5,12,2,2,1,1,1,1000,19.51
2,0,1,12,1604,16,0,8,2,0,2,3,20,2,4,3,1,3,0,30.0
3,1,1,15,1407,14,0,0,2,1,3,22,15,2,3,2,1,2,0,48.06
2,1,1,10,1625,16,1,5,2,1,2,8,15,2,4,3,3,3,6500,80.0
3,1,1,24,1309,13,1,3,2,1,1,8,27,2,3,2,2,2,3000,30.0
2,1,1,3,1612,16,1,12,2,1,2,8,15,2,3,2,2,2,3000,30.0
2,1,1,14,1604,16,1,1,2,1,2,16,15,2,3,2,2,2,1999,28.0
2,0,0,24,1111,11,1,1,2,1,2,11,25,2,2,1,2,2,2298,31.03
2,0,0,11,1602,16,1,4,2,0,2,8,15,2,2,1,2,1,3000,23.0
3,1,1,7,1309,13,1,5,2,1,2,7,12,2,3,2,2,2,3000,28.0
2,0,1,6,1111,11,0,13,1,1,1,27,19,2,2,1,1,1,0,26.91
3,1,1,3,1408,14,0,2,0,0,2,6,5,2,3,2,1,2,0,15.0
2,1,1,10,1625,16,1,5,2,1,2,18,15,2,2,1,2,1,3000,36.0
3,1,1,7,1306,13,1,2,1,1,1,4,9,2,2,1,2,2,2800,28.0
2,0,1,1,1611,16,0,8,2,1,2,2,9,2,4,3,1,2,0,42.0
3,1,1,12,2500,25,1,10,2,1,2,24,22,2,3,2,2,2,2240,45.21
3,1,1,5,1829,18,0,8,2,0,2,4,13,2,4,3,1,2,0,24.9
2,0,1,21,1603,16,1,1,2,1,3,11,22,2,3,2,2,2,1769,68.0
3,1,1,7,1407,14,0,7,2,1,2,23,14,2,2,1,1,1,0,16.86
2,1,1,7,1625,16,1,8,2,1,1,25,15,2,2,1,2,1,2442,22.0
3,0,1,7,1407,14,0,3,2,1,1,6,10,1,2,1,1,1,0,25.45
3,1,0,4,1309,13,0,17,2,1,2,5,21,2,4,3,1,2,0,45.0
2,1,1,3,1112,11,0,9,2,1,1,25,12,2,2,1,1,1,0,19.83
2,0,0,7,1602,16,1,8,2,1,2,13,15,2,3,2,2,2,2000,35.0
3,1,1,8,1409,14,1,6,2,1,2,21,14,2,4,3,2,3,3500,64.5
2,1,0,18,1112,11,0,1,2,1,1,27,19,2,2,1,1,1,0,20.0
2,0,1,7,1115,11,0,8,2,1,1,3,15,2,3,2,1,2,0,32.94
2,1,1,7,1624,16,1,2,2,1,1,4,9,2,3,2,1,2,1000,28.0
2,0,1,15,1117,11,0,14,2,1,1,10,29,2,3,2,1,2,0,19.96
3,1,1,19,1201,12,1,5,2,1,1,9,24,2,2,1,2,1,2000,20.0
3,1,1,22,2511,25,0,0,2,1,2,12,22,2,3,2,1,2,0,38.16
2,1,0,12,1625,16,1,0,2,0,1,7,12,2,3,2,2,2,2200,30.0
3,1,1,7,1201,12,1,17,2,1,2,7,24,2,3,2,2,2,2495,30.0
3,1,1,6,1309,13,0,21,2,0,1,22,27,1,2,1,1,1,0,17.0
1,1,1,10,1705,17,1,5,2,1,1,4,15,2,4,3,3,2,7500,64.07
2,1,1,7,1611,16,0,8,0,1,2,2,15,2,3,2,1,2,0,26.0
3,1,1,5,1200,12,1,10,1,1,1,11,15,2,3,2,2,2,3750,30.0
2,1,1,7,1625,16,1,9,2,1,1,14,16,2,3,2,2,2,1708,23.46
3,1,1,11,1407,14,0,1,2,1,1,11,12,2,3,2,1,2,0,30.0
2,1,1,3,1110,11,1,12,2,1,1,12,15,2,3,2,2,2,2300,37.42
3,0,1,2,1400,14,0,10,1,1,2,2,12,2,3,2,1,2,0,50.22
2,1,1,3,1604,16,1,12,2,1,2,6,15,2,3,2,2,1,3000,35.56
1,0,0,6,1700,17,1,3,2,1,1,9,9,2,2,1,2,1,2100,33.59
2,1,1,7,1102,11,1,7,1,0,1,3,14,2,4,3,2,2,3912,36.0
2,1,1,12,1602,16,0,3,2,1,2,22,15,2,3,2,1,2,0,32.0
3,1,1,12,1408,14,0,2,2,1,2,3,14,2,3,2,1,2,0,25.0
2,1,0,6,1602,16,0,14,2,1,2,5,20,2,3,2,1,2,0,57.0
2,1,1,7,1111,11,0,9,2,1,1,14,16,2,3,2,1,2,0,57.14
3,1,1,6,1407,14,0,6,2,1,0,8,12,2,3,2,1,2,0,44.72
3,1,1,4,1407,14,1,3,2,1,2,12,7,1,2,1,2,1,1628,25.99
3,0,1,11,1412,14,0,4,2,1,1,19,15,2,3,2,1,2,0,32.72
2,1,1,13,1625,16,1,9,2,1,3,16,22,2,4,3,2,2,3300,44.0
2,1,1,2,1602,16,1,10,2,1,2,23,12,2,2,1,1,1,1000,20.0
2,1,1,5,1117,11,1,1,2,0,0,10,6,2,3,2,2,1,2081,20.18
2,1,1,12,1602,16,0,0,2,1,1,30,12,2,2,1,1,1,0,20.0
2,0,1,2,1613,16,0,13,2,0,2,11,15,2,3,2,1,2,0,46.0
2,1,1,9,1604,16,1,2,2,1,1,5,11,2,3,2,2,2,2700,39.5
2,1,0,6,1603,16,1,9,2,0,3,10,15,2,3,2,2,2,2500,33.0
2,0,0,7,1602,16,1,5,2,1,2,3,12,2,2,1,2,1,2350,25.0
3,0,1,9,1407,14,0,15,2,1,2,8,24,2,3,2,1,2,0,24.0
2,0,1,0,1628,16,0,3,2,0,3,7,3,2,3,2,1,2,0,50.0
2,0,1,0,1604,16,0,3,2,1,1,4,3,2,6,3,1,4,0,100.0
3,1,1,11,1407,14,0,11,2,1,1,14,22,2,2,1,1,1,0,28.0
3,1,0,11,1309,13,0,1,1,0,1,28,12,2,2,1,1,2,0,27.0
3,1,1,11,1407,14,0,4,2,1,1,6,15,1,2,1,1,1,0,35.14
3,1,1,4,1400,14,0,11,2,1,1,5,15,2,2,1,1,1,0,19.0
3,1,1,15,1201,12,1,7,2,1,2,9,22,2,3,2,2,2,3000,30.0
3,1,1,4,1412,14,1,11,1,1,1,3,15,2,2,1,2,1,2000,26.25
2,1,1,5,1621,16,1,10,2,1,2,7,15,2,2,1,3,2,7000,62.0
3,1,1,19,2511,25,1,4,2,0,2,11,23,2,3,2,2,2,2575,19.7
2,1,1,2,1613,16,1,11,1,1,3,21,13,1,2,1,2,1,2000,25.0
3,1,1,10,1407,14,1,5,2,1,1,5,15,2,2,1,2,1,3000,20.0
2,1,1,12,1625,16,0,0,2,1,1,8,12,2,2,1,1,1,0,26.22
3,1,1,5,1400,14,0,8,2,1,1,30,13,2,2,1,1,1,0,18.57
2,1,1,4,1616,16,1,6,2,1,1,6,10,2,3,2,2,2,1719,34.0
2,1,1,10,1116,11,0,4,2,1,1,24,14,1,2,1,1,1,0,39.74
3,1,1,5,2109,21,0,2,2,1,0,17,7,2,3,2,1,1,0,23.95
2,1,1,3,1603,16,1,18,2,1,1,3,21,2,3,2,2,2,2030,32.0
3,1,1,8,1407,14,0,2,2,1,1,28,10,2,2,1,1,1,0,45.0
3,1,1,7,2500,25,1,15,0,0,1,8,22,1,2,1,2,1,1600,25.0
2,1,1,9,1602,16,1,6,2,1,1,6,15,2,3,2,2,2,2800,35.0
2,1,1,9,1611,16,1,4,2,1,3,3,13,2,3,2,2,2,2876,44.54
3,1,1,4,1407,14,0,6,0,1,2,26,10,2,3,2,1,2,0,38.0
2,0,1,0,1102,11,0,2,2,0,1,14,2,2,4,3,1,3,0,30.34
3,1,1,7,1815,18,0,7,2,1,1,8,14,2,2,1,1,1,0,17.4
3,0,1,1,1309,13,1,4,2,0,1,15,5,2,3,2,1,2,500,23.83
2,1,1,12,1604,16,0,2,2,1,1,17,14,2,2,1,1,1,0,18.0
3,0,1,13,1401,14,0,1,2,1,2,11,14,2,3,2,1,2,0,21.6
3,1,1,3,1400,14,0,9,2,0,1,11,12,2,4,3,1,2,0,38.29
3,1,1,6,1407,14,0,6,2,1,1,22,12,1,2,1,1,1,0,17.0
3,1,1,7,1822,18,1,1,2,0,1,7,8,2,3,2,1,1,1200,27.0
2,1,1,7,1112,11,0,5,0,1,1,7,12,1,2,1,1,1,0,37.0
3,1,1,10,2520,25,0,5,2,1,2,15,15,2,3,2,1,2,0,41.78
1,1,1,15,1710,17,1,0,2,1,1,28,15,2,2,1,2,2,3960,35.0
2,1,1,18,1602,16,1,5,2,1,2,10,23,2,3,2,2,2,3333,28.0
3,1,1,9,2109,21,1,5,2,1,1,17,14,2,3,2,2,2,2239,49.7
3,1,1,7,1408,14,1,0,2,1,2,9,7,2,2,1,1,1,1050,26.0
3,1,1,9,1815,18,0,14,2,1,1,5,23,1,2,1,1,1,0,30.28
1,1,1,3,1702,17,1,3,2,1,1,21,6,1,2,1,2,1,2641,26.41
2,1,0,3,1604,16,1,11,2,0,1,7,14,2,3,2,1,2,1435,20.0
3,1,1,3,1201,12,0,18,2,0,1,8,21,1,1,1,1,1,0,15.0
2,1,1,20,1117,11,0,3,2,1,1,19,23,2,2,1,1,2,0,27.04
3,1,1,5,1412,14,0,3,2,1,1,6,8,2,3,2,1,2,0,26.38
2,1,1,8,1625,16,1,16,2,1,1,7,24,2,2,1,2,1,2100,36.0
3,0,1,3,1412,14,1,12,2,1,2,16,15,1,3,2,2,2,2800,38.56
2,1,1,3,1625,16,1,12,2,1,1,4,15,2,3,2,2,2,2500,40.0
2,0,0,0,1626,16,0,2,2,0,0,15,2,2,3,2,1,1,0,160.0
2,1,1,6,1604,16,1,8,2,1,3,11,14,2,3,2,2,2,3500,34.0
2,1,1,3,1602,16,1,4,2,0,1,12,7,2,3,2,2,2,2000,23.0
3,0,1,14,2501,25,1,1,0,1,2,13,15,2,3,2,2,2,2383,50.78
3,1,1,16,1400,14,0,5,2,1,2,6,21,2,2,1,1,2,0,37.0
2,1,1,6,1117,11,0,11,2,1,1,2,17,2,3,2,1,2,0,42.67
2,1,0,9,1611,16,1,3,2,1,2,3,12,2,3,2,2,2,2500,25.0
3,1,1,15,2537,25,1,0,2,1,2,12,15,2,3,2,2,2,3400,57.47
2,1,1,8,1618,16,0,4,2,1,2,15,12,2,3,2,1,2,0,25.0
2,1,1,7,1625,16,1,14,2,1,1,6,21,2,3,2,2,1,2443,40.0
2,1,1,8,1602,16,1,7,2,1,1,5,15,2,2,1,2,1,2000,29.0
3,0,1,8,1201,12,1,7,2,1,1,4,15,2,3,2,2,2,1790,32.0
3,0,1,18,2528,25,1,17,2,0,1,21,35,1,3,2,1,2,1457,41.03
3,1,1,3,1401,14,0,12,2,1,2,13,15,2,3,2,1,2,0,62.3
2,1,1,0,1628,16,0,4,2,1,3,16,4,2,4,3,1,3,0,50.0
2,1,0,5,1602,16,1,9,2,1,1,7,14,1,1,1,2,1,3000,20.0
2,0,1,6,1613,16,0,8,2,0,2,9,14,1,2,1,1,1,0,30.0
3,1,1,18,1407,14,0,5,2,1,1,17,23,2,2,1,1,1,0,25.0
2,1,0,8,1602,16,1,4,1,1,2,13,12,2,2,1,1,1,1500,26.0
2,1,0,8,1625,16,1,4,2,1,1,14,12,2,2,1,2,1,3001,40.0
3,1,1,5,1407,14,0,8,2,1,1,3,13,2,3,2,1,2,0,41.72
3,1,1,9,1407,14,0,4,2,1,1,2,13,2,2,1,1,1,0,17.0
3,0,1,8,1407,14,1,0,2,1,3,20,8,2,3,2,1,2,1500,32.9
2,0,0,8,1601,16,1,4,1,1,1,10,12,2,2,1,2,1,2400,30.5
2,1,1,6,1625,16,1,6,2,1,1,9,12,1,2,1,2,1,2000,15.0
2,0,0,0,1618,16,0,3,2,1,1,15,3,3,4,3,1,3,0,60.0
3,0,1,0,1404,14,0,6,2,1,4,4,6,3,4,3,1,4,0,69.29
3,1,0,11,1201,12,0,10,2,0,1,3,21,1,1,1,1,1,0,13.0
2,1,1,11,1103,11,0,1,2,0,1,14,12,1,2,1,1,1,0,34.95
2,0,1,4,1117,11,1,6,2,0,1,6,10,2,3,2,1,2,1400,40.24
3,1,1,5,1404,14,1,6,0,1,2,3,11,2,3,2,2,2,2770,48.0
2,0,1,4,1103,11,1,13,2,0,2,16,17,2,2,1,2,2,3900,45.93
3,1,1,7,1407,14,1,2,2,1,2,26,9,2,4,3,2,2,3100,31.82
2,0,1,20,1616,16,0,4,2,1,2,9,24,2,3,2,1,2,0,30.0
2,0,1,11,1102,11,1,2,0,1,1,21,13,1,2,1,2,1,2371,26.19
2,0,1,13,1602,16,1,1,2,0,2,7,14,2,3,2,2,2,3000,30.0
3,1,1,6,1309,13,0,18,0,1,1,4,24,2,2,1,1,1,0,29.81
3,1,1,10,1400,14,0,2,2,1,1,6,12,1,2,1,1,1,0,18.0
2,0,1,19,1110,11,0,0,2,1,1,2,19,2,2,1,1,1,0,32.0
2,1,1,13,1601,16,1,9,2,1,1,5,22,2,2,1,2,1,1800,13.5
3,1,0,5,1408,14,0,7,2,1,2,14,12,1,2,1,1,1,0,25.0
1,1,1,7,1703,17,1,8,2,0,2,6,15,1,2,1,2,1,3100,27.47
2,0,0,12,1619,16,0,3,2,1,2,3,15,2,3,2,1,2,0,43.0
3,1,1,4,1309,13,0,20,2,0,1,7,24,1,1,1,1,1,0,20.0
3,1,1,0,2116,21,0,3,2,1,5,18,3,2,4,3,1,3,0,67.48
2,1,1,12,1602,16,1,3,2,1,1,4,15,2,2,1,2,1,2500,28.0
3,1,1,14,1400,14,0,3,2,0,1,29,17,2,2,1,1,1,0,37.27
2,0,1,0,1602,16,0,4,2,1,2,6,4,3,5,3,1,3,0,100.0
2,1,0,6,1117,11,0,8,2,0,1,14,14,1,2,1,1,1,0,32.0
1,1,1,7,1702,17,1,6,2,1,2,22,13,2,3,2,2,2,2800,48.7
3,1,0,11,1310,13,1,1,0,0,1,27,12,2,3,2,1,2,1100,30.0
2,1,1,7,1624,16,1,1,2,1,1,7,8,2,3,2,2,2,3000,30.0
2,1,0,3,1616,16,1,19,2,1,2,3,22,2,3,2,2,2,3200,32.0
3,1,1,4,2500,25,1,11,2,1,0,27,15,2,2,1,2,1,2058,15.9
2,1,0,8,1602,16,1,1,2,0,1,30,9,2,2,1,2,1,2000,28.0
2,0,0,0,1603,16,0,3,2,1,2,17,3,2,5,3,1,3,0,67.51
2,1,0,4,1603,16,0,11,2,1,2,3,15,2,3,2,1,2,0,43.0
2,1,1,3,1625,16,1,9,2,1,2,3,12,2,2,1,2,1,2311,20.0
2,1,1,8,1625,16,1,4,2,0,1,15,12,2,2,1,2,1,3000,27.0
1,1,1,3,1708,17,1,17,2,1,3,24,20,2,4,3,3,3,11310,77.0
3,1,1,7,2537,25,1,12,2,1,2,23,19,1,2,1,2,1,2105,40.7
3,1,1,5,1309,13,1,0,2,1,1,15,5,2,3,2,1,2,1000,40.0
2,0,1,13,1117,11,1,1,2,1,2,30,14,2,3,2,2,2,4500,46.4
2,1,0,3,1601,16,1,10,2,1,2,8,13,2,3,2,2,2,3300,40.0
2,1,1,9,1104,11,1,4,0,0,1,3,13,1,3,2,1,1,1200,18.8
3,1,1,14,1201,12,1,10,2,1,1,4,24,2,3,2,2,2,2700,28.0
3,1,1,1,2009,20,0,1,0,0,0,12,2,0,1,1,1,1,0,7.0
2,1,1,5,1625,16,1,20,2,1,2,30,25,2,4,3,2,2,4500,40.2
3,1,1,4,1400,14,0,11,2,1,1,19,15,2,3,2,1,1,0,34.17
3,0,1,2,1803,18,0,12,2,1,2,23,14,2,3,2,1,2,0,52.68
2,1,1,9,1601,16,1,6,2,0,1,11,15,1,1,1,2,1,1640,11.0
3,0,1,12,1400,14,1,6,2,1,1,16,18,2,2,1,2,2,4400,74.0
3,1,1,17,1806,18,0,2,0,1,1,25,19,2,3,2,1,2,0,36.0
3,1,1,29,2505,25,1,0,2,1,3,30,29,2,2,1,3,2,5161,58.12
2,1,0,10,1616,16,1,2,2,1,2,2,12,2,2,1,2,1,2001,35.0
3,1,1,0,1309,13,0,5,2,1,2,3,5,1,5,3,1,3,0,67.73
3,1,1,23,1400,14,0,2,2,1,1,3,25,1,2,1,1,1,0,36.43
2,0,0,0,1613,16,0,1,2,0,1,3,1,2,3,2,1,2,0,50.0
3,1,1,14,2505,25,1,2,2,1,1,19,16,2,2,1,2,1,1808,32.65
2,0,1,10,1602,16,0,4,2,1,1,12,14,2,2,1,1,1,0,29.0
3,1,1,2,1309,13,1,11,2,0,2,17,13,2,3,2,2,2,3000,39.0
3,1,0,11,1402,14,0,0,2,0,0,2,11,2,3,2,1,2,0,25.0
2,1,0,15,1604,16,0,9,2,1,1,22,24,1,2,1,1,1,0,20.0
2,1,1,6,1110,11,1,8,2,1,1,8,14,2,2,1,2,1,3012,14.0
2,1,1,17,1624,16,1,5,2,1,2,17,22,2,5,3,3,3,7280,90.0
2,0,0,12,1625,16,1,1,2,1,3,7,13,2,3,2,2,2,2000,30.0
2,1,0,10,1602,16,1,4,2,1,2,3,14,2,2,1,2,1,2000,25.0
2,0,1,8,1625,16,0,4,2,0,1,14,12,2,3,2,1,2,0,25.0
2,1,1,4,1613,16,1,3,2,1,2,14,7,2,3,2,2,2,1600,29.97
2,1,1,8,1604,16,1,7,2,1,2,10,15,2,3,2,3,2,5700,53.56
2,1,1,12,1604,16,1,3,1,1,2,11,15,2,3,2,2,1,2370,35.0
2,1,1,6,1621,16,0,16,2,1,2,10,22,2,2,1,1,2,0,26.0
2,1,1,0,1613,16,0,4,2,1,4,3,4,2,4,3,1,4,0,54.0
2,1,1,4,1602,16,1,11,2,1,2,4,15,2,3,2,2,2,4000,36.0
1,1,1,10,1700,17,0,4,2,0,0,15,14,1,2,1,1,1,0,23.95
2,0,1,8,1602,16,0,8,2,0,2,13,16,2,2,1,1,2,0,18.0
2,1,0,9,1601,16,1,6,2,1,2,15,15,2,3,2,2,2,3000,30.0
2,1,0,0,1619,16,0,4,0,1,3,12,4,2,4,3,1,5,0,100.0
3,0,1,3,1412,14,0,17,2,1,2,25,20,1,2,1,1,1,0,26.65
3,1,1,11,2116,21,1,3,2,1,1,4,14,2,2,1,1,1,1500,26.0
2,0,1,7,1109,11,0,8,2,1,1,24,15,2,4,3,1,2,0,32.14
2,1,1,5,1117,11,1,22,2,1,1,28,27,2,2,1,1,1,1400,26.21
1,1,0,16,1703,17,1,3,2,1,2,16,19,2,3,2,2,2,5000,56.0
3,1,1,5,1309,13,1,0,2,1,1,20,5,2,3,2,2,2,3000,42.0
1,1,1,9,1700,17,1,0,2,1,1,15,9,2,3,2,2,2,3720,30.96
3,1,1,14,1407,14,1,0,2,1,2,13,14,2,3,2,2,2,3364,39.48
3,0,1,2,1400,14,0,9,2,1,1,17,11,2,2,1,1,1,0,39.7
2,1,1,9,1613,16,1,8,2,1,2,9,17,2,3,2,2,2,2617,28.0
3,1,1,0,1809,18,0,4,2,0,4,12,4,1,5,3,1,4,0,95.0
3,0,0,13,1409,14,0,6,2,1,2,14,19,2,4,3,1,2,0,62.7
1,1,0,1,1702,17,1,3,2,1,2,14,4,2,3,2,1,2,200,31.0
2,1,1,8,1114,11,1,15,0,1,1,2,23,2,3,2,2,1,1990,24.5
1,1,1,16,1707,17,0,2,2,1,2,25,18,1,2,1,1,1,0,24.17
2,1,0,5,1603,16,0,9,2,1,3,5,14,2,3,2,1,2,0,25.0
1,0,1,2,1706,17,1,4,2,1,2,16,6,2,4,3,2,2,4320,47.85
3,1,1,9,1806,18,1,5,2,1,1,25,14,2,3,2,2,2,2155,31.52
3,1,1,10,1309,13,0,4,2,1,3,16,14,2,3,2,1,2,0,35.0
2,1,1,5,1625,16,1,24,2,1,2,20,29,2,3,2,2,2,3000,38.0
2,1,1,9,1124,11,0,0,0,0,1,23,9,2,4,3,1,2,0,50.0
3,1,1,12,1309,13,1,3,2,1,1,9,15,2,2,1,2,1,2000,20.0
3,1,1,13,2500,25,1,2,2,1,1,30,15,2,3,2,2,2,2806,42.86
2,0,0,5,1602,16,0,10,2,1,2,4,15,2,3,2,1,2,0,30.0
2,1,1,12,1112,11,1,2,2,0,1,26,14,1,2,1,2,1,2000,26.72
3,1,1,12,2535,25,1,3,2,1,1,15,15,1,1,1,2,1,1600,27.97
2,0,1,5,1613,16,0,10,2,1,3,28,15,2,3,2,1,2,0,27.86
1,1,1,6,1700,17,1,7,2,1,2,31,13,2,3,2,3,2,7591,58.0
3,1,1,16,1815,18,1,2,2,1,1,12,18,1,2,1,2,1,1515,16.69
2,1,0,7,1625,16,1,4,2,1,2,7,11,2,3,2,2,2,3000,50.0
2,1,1,8,1603,16,1,12,2,1,1,27,20,2,4,3,2,2,2200,59.02
2,1,1,10,1117,11,0,17,2,1,1,9,27,2,3,2,1,2,0,45.33
2,0,0,10,1601,16,0,4,2,1,2,2,14,2,2,1,1,2,0,25.0
3,0,1,9,1407,14,1,5,2,0,0,28,14,2,2,1,2,2,3500,25.1
2,1,1,9,1625,16,1,6,2,0,1,18,15,1,1,1,2,1,2000,21.0
3,0,1,3,1400,14,0,10,2,1,2,18,13,2,3,2,1,2,0,44.77
2,1,1,8,1604,16,1,7,2,1,2,10,15,2,3,2,2,1,3000,40.0
3,1,0,0,1829,18,0,4,0,0,3,25,4,2,6,3,1,6,0,70.0
2,1,1,13,1602,16,1,1,2,1,2,3,14,2,3,2,2,2,3000,28.0
2,0,1,2,1611,16,1,10,2,0,1,19,12,1,2,1,2,1,3000,29.0
3,1,1,14,1407,14,0,1,2,1,1,26,15,2,2,1,1,1,0,38.89
3,1,0,6,1407,14,0,13,2,1,3,15,19,2,4,3,1,3,0,98.0
3,1,0,2,1201,12,1,10,1,1,1,5,12,2,2,1,2,1,1920,20.0
2,1,0,13,1602,16,1,2,2,1,2,2,15,2,3,2,2,2,4000,50.0
3,1,1,7,1201,12,1,17,2,1,2,15,24,2,3,2,2,2,2495,35.0
3,1,1,12,1407,14,0,1,2,1,1,24,13,2,3,2,1,2,0,30.0
2,1,1,10,1624,16,1,4,2,1,1,28,14,2,2,1,2,1,2008,28.0
2,1,1,8,1602,16,1,7,2,1,1,8,15,2,2,1,2,2,3000,32.0
3,1,1,2,1832,18,0,2,0,0,2,31,4,2,3,2,1,1,0,25.0
2,1,1,2,1625,16,1,12,2,1,1,22,14,1,1,1,2,1,2300,34.23
3,1,0,1,1407,14,1,3,2,1,0,19,4,0,0,1,2,0,5000,108.0
3,1,1,12,1806,18,0,2,1,1,1,11,14,1,1,1,1,1,0,13.85
1,1,1,17,1707,17,1,2,2,1,2,15,19,2,3,2,3,2,6200,47.0
2,1,1,6,1116,11,0,3,0,1,1,4,9,2,3,2,1,2,0,33.0
2,0,1,8,1604,16,1,6,2,1,2,4,14,2,3,2,3,2,6000,45.0
2,1,0,12,1625,16,1,11,1,0,1,2,23,1,2,1,2,1,3000,35.0
1,1,0,6,1704,17,0,12,2,1,1,3,18,2,2,1,1,1,0,26.15
3,0,0,2,1402,14,0,0,0,0,0,4,2,1,4,3,1,1,0,45.0
1,1,1,3,1706,17,1,12,2,1,2,7,15,2,4,3,3,2,6400,63.43
2,1,1,9,1604,16,1,6,2,1,2,8,15,2,2,1,2,2,2001,30.0
1,1,1,9,1700,17,1,0,2,0,0,2,9,1,1,1,2,1,1530,15.2
3,1,1,8,2520,25,0,7,0,1,2,10,15,1,2,1,1,1,0,30.05
2,1,1,6,1625,16,0,6,2,1,2,7,12,2,3,2,1,2,0,30.0
2,1,1,9,1601,16,1,13,2,1,1,3,22,2,2,1,2,1,2000,25.0
2,0,0,4,1602,16,1,11,2,1,2,20,15,2,3,2,2,2,3001,45.0
2,0,1,22,1604,16,1,2,2,1,1,7,24,2,2,1,2,1,3000,20.0
3,1,0,12,2109,21,0,3,2,1,2,14,15,2,2,1,1,1,0,26.08
2,1,0,15,1602,16,1,0,2,0,1,9,15,1,3,2,2,2,4000,29.0
3,1,1,5,807,8,0,10,2,0,1,30,15,2,2,1,1,2,0,38.26
2,0,1,2,1109,11,1,12,2,1,3,9,14,3,4,3,2,2,3950,20.0
1,0,1,5,1711,17,1,13,2,1,1,6,18,2,3,2,2,2,4210,47.62
2,1,0,8,1625,16,1,14,2,1,2,12,22,2,2,1,2,1,1800,20.0
3,1,0,2,1201,12,0,3,2,1,2,3,5,2,3,2,1,2,0,30.0
2,1,1,16,1625,16,1,0,2,1,1,2,16,2,2,1,2,1,2000,22.0
3,1,1,0,1828,18,0,4,2,1,5,10,4,2,5,3,1,4,0,80.0
3,1,1,5,1310,13,0,10,2,1,1,19,15,2,2,1,1,1,0,18.77
2,1,1,3,1603,16,1,11,2,1,2,3,14,2,3,2,2,2,3000,48.0
2,1,0,3,1611,16,0,8,0,1,1,3,11,2,2,1,1,1,0,19.0
1,1,1,3,1700,17,1,4,2,1,1,11,7,2,3,2,2,2,5000,51.2
2,0,1,14,1117,11,0,0,2,1,2,4,14,2,3,2,1,2,0,56.63
2,0,0,6,1625,16,1,17,2,0,1,3,23,2,2,1,2,1,2200,20.0
3,1,1,14,2536,25,1,1,2,1,2,11,15,2,3,2,2,2,2936,46.03
2,1,0,6,1603,16,1,8,2,1,1,16,14,2,2,1,1,2,1416,30.0
2,0,1,5,1113,11,0,6,2,1,0,6,11,2,3,2,1,2,0,26.25
3,1,1,5,1412,14,0,1,2,1,1,10,6,1,2,1,1,1,0,15.92
2,1,1,13,1625,16,0,1,2,1,3,16,14,2,4,3,1,2,0,42.0
3,1,1,11,1407,14,0,2,2,1,1,11,13,2,3,2,1,2,0,30.0
3,0,1,3,1407,14,0,12,2,1,1,29,15,2,2,1,1,1,0,26.07
2,0,0,4,1602,16,1,4,2,1,1,6,8,2,3,2,2,2,2000,24.0
2,1,1,8,1602,16,0,5,2,1,2,28,13,1,2,1,1,2,0,26.0
1,0,1,13,1702,17,1,1,2,1,1,18,14,2,4,3,3,2,14823,81.0
3,0,1,3,705,7,1,4,0,1,2,15,7,2,3,2,1,2,1150,45.0
2,0,1,2,1625,16,1,4,0,1,1,11,6,2,3,2,2,2,2160,36.0
2,0,1,1,1620,16,1,6,1,0,0,9,7,1,2,1,1,1,480,20.0
2,1,1,4,1613,16,1,11,2,1,2,3,15,2,3,2,2,2,3000,30.0
2,0,1,13,1115,11,0,12,0,1,1,18,25,2,2,1,1,1,0,24.87
3,1,1,21,1201,12,1,5,2,1,2,22,26,2,3,2,2,2,2700,30.0
2,1,1,6,1604,16,0,3,1,1,1,7,9,2,3,2,1,2,0,22.78
2,1,1,9,1113,11,0,6,2,1,1,7,15,1,2,1,1,1,0,19.28
2,0,1,4,1111,11,0,11,2,1,1,16,15,2,3,2,1,2,0,25.0
3,1,1,2,1310,13,0,2,1,1,4,21,4,2,2,1,1,2,0,30.0
3,1,1,14,1400,14,0,0,2,1,2,26,14,2,4,3,1,2,0,60.0
2,0,1,16,1613,16,1,2,2,1,1,11,18,2,2,1,2,2,3000,24.0
3,1,1,4,1410,14,0,1,2,1,1,18,5,1,2,1,1,1,0,20.93
3,1,1,11,1400,14,0,2,2,1,1,25,13,2,2,1,1,1,0,49.1
